,TSPAN6,TNMD,DPM1,SCYL3,C1orf112,FGR,CFH,FUCA2,GCLC,NFYA,STPG1,NIPAL3,LAS1L,ENPP4,SEMA3F,CFTR,ANKIB1,KRIT1,RAD52,BAD,LAP3,CD99,HS3ST1,WNT16,HECW1,MAD1L1,LASP1,SNX11,TMEM176A,M6PR,KLHL13,CYP26B1,ICA1,DBNDD1,ALS2,CASP10,CFLAR,TFPI,NDUFAF7,RBM5,MTMR7,SLC7A2,ARF5,SARM1,POLDIP2,PLXND1,AK2,CD38,FKBP4,KDM1A,RBM6,CAMKK1,RECQL,CCDC132,HSPB6,ARHGAP33,NDUFAB1,PDK4,SLC22A16,ZMYND10,ABCB5,ARX,SLC25A13,ST7,CDC27,SLC4A1,CALCR,HCCS,DVL2,PRSS22,UPF1,SKAP2,SLC25A5,CCDC109B,HOXA11,POLR2J,MEOX1,THSD7A,LIG3,RPAP3,ACSM3,CIAPIN1,SPPL2B,FAM214B,COPZ2,PRKAR2B,MSL3,CREBBP,BZRAP1,MPO,PON1,GCFC2,WDR54,CROT,ABCB4,RHBDD2,SOX8,IBTK,ZNF195,MYCBP2
COSMIC_1240134,3.265062767,3.063746122,10.49028496,3.340791206,3.676911718,3.512821441,3.873922461,8.790851168,6.201147432,6.010547225,3.407717465,5.349658393,4.092170647,4.388465402,4.437640762,3.033594764,8.809245193,4.153701205,3.507298479,7.772877829,6.022329169,8.176302261,3.062369628,2.847729382,2.836703718,8.196362443,5.257007096,5.214794396,3.6348916,9.523629041,3.375019631,2.923021342,4.047077784,3.596448862,4.449647859,2.916719436,5.671629587,4.673672062,5.721082386,7.334607694,3.705050766,3.656908097,8.542670889,4.690701579,7.67757841,6.512475576,6.511941877,3.194357994,7.806859414,8.990554209,4.549198418,4.655240459,8.547338637,4.393302804,2.930504052,3.096962376,11.14756035,2.921022976,3.255889403,2.81493764,2.897052815,3.119147505,7.160013518,5.999893257,8.238771455,3.045180365,3.432424132,7.903574831,5.275877857,3.399824071,6.470564733,7.628944793,11.52869536,5.746971926,3.3679782,10.6040389,3.057069129,3.059383218,4.296999153,6.931251915,3.43913705,5.711911314,3.755357305,4.502499118,3.618638668,3.573356824,3.915699239,6.218260817,3.429823031,3.203074917,2.823672182,5.639114059,9.276816733,3.484490714,3.119740605,8.675691401,3.498605405,7.166560132,6.644476403,7.747825852
COSMIC_1240135,6.961606302,2.874750907,10.20593128,3.715032881,3.268448772,3.036332665,5.792783827,8.607058699,5.04208516,4.537561774,3.698520538,7.703455264,3.737825061,5.527093794,4.596028715,2.982841362,8.100217167,4.298280343,3.408299989,7.940838407,7.81591528,8.799378232,3.213031041,2.86914569,3.016971498,5.49256602,4.962460628,4.879784544,3.410392219,9.391927056,3.569308738,3.294840788,6.458167805,3.566246845,3.952781237,3.267228669,6.120416707,6.021412031,6.161597415,8.060708611,3.263545528,3.869666901,8.726853196,5.66294095,8.023514462,3.754124759,6.319348636,2.882758006,7.876567693,8.625512712,5.933151361,4.538882835,8.280350452,4.013639738,2.921117934,2.940690578,10.97590254,3.349630863,2.946315469,2.676258793,2.977182717,4.146100762,7.502445635,6.459886414,7.956186184,2.844388371,2.982800876,8.001645885,5.168817943,2.980032671,6.09838564,9.194339394,11.86120371,5.421675154,3.308192048,8.774594505,2.854566108,3.057345183,4.135113608,6.946632403,3.770029296,6.064516387,3.560187112,4.556038125,5.782520634,3.050288325,3.790713576,5.803976504,3.690475078,3.14983465,2.828455907,5.671434745,8.304899721,5.113444847,3.050601601,7.080768145,2.856238337,8.072343395,7.148112605,7.979385005
COSMIC_1240136,5.676631191,2.716330952,10.17779663,4.020737411,3.541279331,3.320240677,5.090668491,8.501585353,6.758279217,4.581743587,3.461030129,6.167083444,4.451058077,4.182073551,4.775490048,2.930848539,7.914191495,3.148007233,3.393396425,7.595108313,7.13452033,9.793713968,3.042077447,2.842506078,3.261886075,6.308300517,5.203183536,5.269444069,3.132710844,9.90921571,3.430810955,3.310506307,4.486144086,3.643595792,3.804785236,3.151920306,5.638398084,5.247082767,5.164035344,7.416185639,3.401772333,5.653004572,7.861344546,4.028621333,8.155704395,8.424936871,6.42717771,2.852656292,8.957235299,8.959115165,4.663303829,4.441052885,7.893193512,3.706801822,2.914340583,3.036967736,11.374462,2.89494068,3.086187636,2.70994729,2.84482323,3.077099555,7.383021168,6.376811278,7.437737682,2.979146908,2.98130421,8.259850077,4.986679097,3.251855676,6.295235241,5.704733569,12.02412591,4.94663707,3.305233346,10.04996188,3.009741946,2.936622184,4.152164819,6.659170533,3.248274952,6.545186521,3.72746334,4.143170763,5.425519342,3.685233567,3.784210155,6.367437813,3.322663431,3.226830587,2.992859224,5.329609019,7.439861843,3.079940574,2.858237553,9.016161136,3.217107193,6.288823462,7.010325133,6.252540942
COSMIC_1240137,7.409148104,2.850484205,10.2854055,3.352966845,3.389108573,2.97377988,7.144555582,8.762333031,6.060500395,4.710828786,3.954603478,7.227912575,4.043083056,4.987213253,3.860841645,3.094129039,8.404585858,3.882263153,3.143527592,7.38546375,8.492651743,9.868730642,3.018602738,2.980082403,2.68980504,5.587754682,4.926387496,5.776371889,3.076035525,9.27398947,3.420360482,3.586069737,4.236789747,3.532214913,3.827110116,2.901344867,5.617480335,9.895822528,5.690162411,8.152932858,3.271396329,3.371519021,8.557462409,4.62540334,7.745693122,3.246472208,6.376146895,3.281226816,7.470392217,8.778776526,5.928346252,4.422004815,8.429509287,3.931811708,2.707141554,3.139381785,10.51523941,2.92233023,3.064720123,2.890868837,2.884373674,3.243864336,6.267159688,5.582284628,8.802773927,2.914655437,3.065436288,7.050061106,4.968504338,2.999869055,5.813741036,8.980009453,11.72264204,5.53448646,3.24268907,9.501059617,3.001396134,3.084202246,4.010817784,7.452115205,4.075649825,5.81397096,3.351898732,3.92595152,8.252954489,3.726384772,3.716363549,5.986242445,3.370401114,3.061964635,2.877977085,5.247507243,8.824723025,3.662731919,3.012079704,7.41314025,3.222327134,7.438595115,5.880483242,7.027296239
COSMIC_1240138,7.797142217,2.817923022,9.883470764,4.063701391,3.558414021,3.101246505,7.211706505,8.630643361,5.617714,4.996434312,3.378735727,6.75279078,3.512547279,5.309896278,4.210272212,2.950092999,7.231354325,3.772951417,3.220163769,7.731137455,5.259366834,8.173146885,2.957085016,2.732190233,3.000899028,5.447173712,4.971736261,4.558836232,2.965398075,8.974729288,3.34964251,3.431313883,7.487131026,3.577693097,3.898134156,3.110344697,6.322941459,7.625777947,5.171895358,7.201921995,3.229971173,3.257180696,8.551579392,5.747404112,7.223130203,5.197038121,5.599875481,2.72232049,6.174382372,7.861112128,4.688915402,4.209792417,7.068235322,4.004244161,2.857017122,3.039208688,11.11426178,2.874801925,3.037780694,2.717908822,2.840623725,2.698637622,8.577766018,6.360533844,8.031844574,3.119958147,3.131254733,7.372160004,5.264152268,3.063702735,6.662107182,9.426617006,11.5238388,5.005093852,2.757669399,9.74229282,3.130019688,5.297526706,3.844377879,7.321210906,3.643991159,5.533057371,3.511069201,5.975410263,5.720402051,2.809157245,3.547887303,6.489771307,3.468063723,3.220658725,2.865741182,5.75019513,8.388323159,5.223044342,2.885305494,7.812002663,3.892853436,7.596527067,6.627980363,8.088802111
COSMIC_1240140,7.090138385,2.988042953,10.26469242,4.119555392,3.432585299,3.308033171,3.318371108,6.927761395,5.762654766,5.919851995,3.245021593,7.625391258,3.755163098,3.676053613,4.910215387,3.152833044,8.704317989,4.181012359,3.638148435,7.249417564,5.375871179,9.247909459,3.089885761,2.895064396,2.845560887,6.886169575,4.113917675,4.76107216,2.941767165,9.388005429,6.31659289,3.347908839,6.331728938,3.469344609,3.93502761,2.882492043,5.751624685,3.116251936,5.790219654,7.689221657,3.360250066,3.312097963,9.413677853,3.194433633,7.024033571,3.677254669,6.025989447,3.002886788,7.382588451,8.565740784,5.21219423,5.181203983,7.241660221,4.323723055,2.934216233,3.222673536,11.2225607,3.388798938,3.181659393,2.8798224,2.893599054,3.069221828,6.476575348,6.513422477,7.543672298,3.163241695,3.141505347,7.24049944,4.678308541,3.915783166,6.30585072,8.453345018,11.92632617,5.47819207,2.986927249,10.32629918,2.982772908,2.949639654,3.778671285,6.827874598,3.279585853,5.651075427,3.756548997,3.813321131,4.271660324,3.045149776,3.637273166,5.757181921,3.841165766,3.471841463,2.927091002,5.11552151,9.185980438,4.544908188,3.111372316,8.417044933,3.161264852,6.617038159,7.053174765,8.124645834
COSMIC_1240141,8.53557046,2.883351912,10.80586095,4.726308233,3.264556526,2.929598654,3.308158903,8.338304404,6.984665157,7.144387807,3.579451441,5.835071346,4.140728068,4.376780408,3.80413351,2.955758492,8.55805463,4.771676815,4.373792253,6.914368855,6.50966874,7.429504998,6.665369633,2.834977713,2.70745099,5.094733925,4.923312514,5.038600798,2.879856674,10.03924493,3.120025842,3.820239547,7.306336892,4.167726934,3.854158555,2.97887519,6.013688723,9.380100017,5.546944534,7.798973014,3.290722022,3.176581697,8.718883164,3.491263315,7.050272844,4.529262321,5.757593084,2.889712114,7.683582774,7.496266174,4.958702324,4.066017614,7.043109995,4.042183661,2.908893826,2.947685778,11.16615362,3.883987672,3.173367217,2.936864905,2.908761655,4.654834926,6.319522052,6.6469732,7.8853135,3.031841642,3.031357229,7.139670706,4.455982762,4.40254617,5.99211201,8.038800822,11.19763876,6.779244862,5.770044069,10.53969124,3.055576127,4.93732423,3.858978133,7.873683295,3.752013871,6.058228463,3.555193991,4.337685829,4.89314839,4.492962765,3.654227293,5.865976086,3.275170675,3.274476524,2.816257571,5.507032274,6.161012644,3.37531383,3.010576743,7.400266251,3.679761517,7.888117375,7.035994934,8.347710993
COSMIC_1240142,7.27952027,2.668022872,10.30433159,3.906411251,3.520020301,3.243535705,7.171169292,6.837925161,5.729610257,4.703433731,3.573695039,6.917630231,4.676701687,3.416195428,4.697271561,3.299834173,8.42852908,4.641425395,3.279620472,7.445024814,6.237370776,8.630582542,3.156844866,3.015067671,2.869942873,4.56753736,4.197148368,4.796841897,3.097435003,9.205658175,7.314456929,3.081079335,4.11655692,3.47805534,3.883208785,3.173103393,4.884284518,7.829670288,5.680583345,8.239562043,3.411744674,4.447802844,9.261203579,3.200511872,7.418238714,4.418104331,6.14976677,3.126680534,7.089986758,8.694757909,5.491492604,4.710204785,8.129158763,4.0306536,2.909956158,3.000420295,11.39017888,3.163060537,3.209903479,2.917625307,2.874844735,2.961162998,6.704557188,6.570808907,7.727759351,3.209391358,3.069988083,6.8918639,5.428225313,3.600041739,6.044060439,7.199169529,12.81905483,5.651788567,3.578728249,9.616896818,2.877977778,2.979452605,3.931187905,7.226926639,4.611515354,6.404425584,3.544580549,3.504597167,7.716971315,3.415406842,3.571895587,5.931546702,3.691517679,3.515361209,2.831045684,5.403971213,8.951270848,5.309834547,3.006348482,6.783435884,3.417195133,6.659843589,6.639257778,7.890598588
COSMIC_1240143,7.474865616,3.025974066,8.367343177,4.205568712,3.484907646,3.18272403,6.603491271,8.901768793,9.645297807,5.125195666,4.250599571,7.501396115,4.069297646,3.814846509,6.436989638,3.124104673,7.863787318,3.887688586,3.621146669,7.12814164,5.532567368,9.896315192,3.105211289,2.873850808,3.201287034,4.879293173,4.494652728,5.145701262,3.29436046,9.423769796,3.357549391,3.165100242,4.368671603,3.743184377,3.925014143,3.228460815,5.970927012,10.72480229,5.518932771,7.816926953,3.657100515,3.715120784,8.616302938,3.409196643,7.210346337,4.607777381,6.539489923,3.363182704,7.262550501,8.33591344,4.54428569,4.278777196,7.399103941,4.113219748,3.013364498,3.175229361,11.28776148,9.533710489,3.161901686,2.692960349,3.054919341,2.965991378,6.589324773,6.768775744,7.916587435,3.328220213,3.137125465,7.428291253,4.661616937,4.035163048,5.090618417,8.114162721,11.82018603,4.996807061,4.593564195,9.452513338,3.076232705,3.433608106,4.134594439,7.712437022,3.570049155,6.025473788,3.516349948,3.51471169,5.795170241,3.031884097,3.413512729,5.633584228,3.602637375,3.452533635,2.986411948,6.26042662,7.850844197,3.65660349,3.072505879,8.183045777,3.141478443,7.571143409,7.505668965,8.192155588
COSMIC_1240144,7.364883499,2.635478708,10.94861326,3.915850112,3.256710397,3.334000838,3.41345417,7.522042275,8.262475173,4.796037377,3.503476872,6.065128274,4.077017904,4.622236419,3.956972521,2.979869093,8.768421737,3.967048536,3.430783353,6.971915613,7.960333853,7.243602626,4.069239544,2.750323418,2.805987034,7.545867378,4.50828606,4.646122176,2.885839162,9.432194412,3.323919222,3.409282732,5.460143653,3.471878089,4.397729789,3.25763075,6.856087319,5.099379797,6.409008963,7.735416039,3.344769705,4.547279784,8.357179441,3.49233104,6.888106284,3.28394073,7.054823445,4.127250255,6.896745274,8.252771179,5.397453596,4.384439781,8.528972526,4.431312062,2.97722398,2.989660232,11.41340915,3.011341595,3.150911952,2.886048789,3.033405833,3.037813731,6.691866044,5.877863521,7.720834752,3.055682743,2.858317399,6.337074333,4.925508396,3.203984856,5.82511149,8.509684595,11.8774646,6.055502696,2.877095555,9.74298809,2.986225252,3.063659265,3.979737302,7.403980259,3.636517436,5.341323981,3.44747404,4.103038361,4.496919055,3.440344416,3.487688656,5.452903514,3.442020985,3.390951383,2.768976708,5.567233474,9.636037893,3.862324643,2.81578985,6.149781369,2.539210471,7.745634378,8.096066143,8.768011584
COSMIC_1240145,7.881212705,2.837952617,9.345178517,3.737637558,4.305982515,3.359164131,3.626043543,8.829902117,7.099865133,5.527035156,3.995578761,6.943591766,4.431774461,3.79193942,4.949259469,3.235694408,8.239870655,4.086553712,3.449450785,5.764723163,6.000544303,6.956308309,3.245628204,2.938841407,2.729867328,7.189577697,5.040391231,4.882507919,2.997012936,9.685784942,3.292956071,3.55750383,5.597226049,3.846812046,3.716677716,3.070601163,4.028325482,9.500193267,6.039760224,8.221686685,3.566407565,4.508873466,8.403638127,3.27604553,7.643533757,5.368033153,7.061864333,3.492941659,7.972448843,9.046103688,5.194135792,4.601261648,7.894128722,4.316406672,2.918301119,3.135584556,11.27885342,3.652650579,3.059786581,2.992653367,2.995199898,3.018682597,6.889637976,6.636785955,8.222441981,3.034304268,3.211114585,7.248411251,4.752642457,3.272056043,6.111888704,9.114491505,12.49876761,5.934727651,4.492083855,10.46137674,3.151901524,3.094811872,4.645165265,7.822165249,3.706647387,6.612333176,3.840634126,3.546484819,5.053025585,3.229584161,3.5058573,5.301241306,3.776863491,3.392443548,2.829124436,5.22143589,9.593840849,3.37116502,3.007063785,6.744045494,3.351194498,6.899080852,6.74599144,8.220011098
COSMIC_1240146,9.652659988,3.007527826,8.637789846,4.558518218,3.371005808,3.192010328,4.902414648,8.401581507,6.229268231,5.338837093,3.436541793,6.994732505,4.134494896,5.746503863,4.059705748,3.17488913,8.830084783,3.443496333,3.800286458,6.595289996,5.508134318,7.21265577,6.418756247,2.919044908,2.88518301,5.426608677,4.238519224,4.992974708,3.221335538,9.361282997,3.610374126,2.940747327,8.069194517,4.113970361,3.805170546,3.518301731,6.857503497,9.979722166,5.848798843,8.129223337,3.593495859,3.417342894,9.040778459,3.500034864,6.961503113,5.323071293,5.558314834,2.921518218,8.136712762,8.407909837,5.280511645,4.41944087,6.401492654,4.596152264,2.921828614,3.202084188,10.87170795,3.511027502,3.327203742,2.815034469,3.087199279,3.184548542,6.203354097,6.580015723,7.367429958,3.253974608,3.581940369,7.126464897,5.105713285,4.773775463,6.027768543,9.569383118,12.51892149,5.320768272,3.014264229,9.295075826,3.08643114,4.725715309,4.738783152,7.481979987,6.747923612,5.87626886,3.530652215,4.852153325,3.741413745,3.224584299,3.973830711,5.627022739,3.691349608,3.479259698,2.890538947,4.640832924,7.769912361,3.821382576,3.038334455,7.878582579,3.167759726,7.587814902,7.484437743,7.717999833
COSMIC_1240147,8.841160092,2.795705509,10.2475506,4.662980442,3.848710375,3.221945254,3.411491821,9.318124714,5.526775808,7.608901457,3.143333641,5.422382502,3.824480882,4.508027646,4.043376839,2.958904162,7.077293931,3.603235642,3.612461545,6.143160118,6.722093684,7.236086937,3.215081391,2.709314551,2.96424425,6.270725562,4.779580265,4.544214291,3.244601607,8.599511318,3.619370018,4.396718813,8.279755348,3.945905571,4.302686954,3.264306831,5.567729405,9.83402288,5.085067862,8.081609985,3.353152178,7.804498688,8.948664972,3.207226804,8.064681314,5.550815758,5.922329333,2.803614632,7.603573232,9.041568823,5.200230075,4.027723678,7.209206847,4.128459427,3.093667665,3.043382234,11.20292769,2.927934434,3.407604906,3.019647793,2.996679649,3.024298392,8.475335711,6.20070915,7.558848323,3.285274238,2.96039071,6.593430962,5.168718044,3.310159571,6.855498334,8.998546227,11.57618407,3.589792958,2.977228834,9.620837555,3.12100728,4.602009952,4.605108977,6.423075281,3.520703475,5.726472344,3.657558788,3.434575779,3.639738653,2.954436814,3.26484298,5.911832521,3.706070766,3.316032366,2.900228323,5.708060917,5.179234145,3.221489539,3.941985215,7.879135454,2.993593417,7.205883827,8.968645186,7.184536356
COSMIC_1240149,7.349186275,2.712107951,9.378168792,3.844636676,3.273348197,3.17070339,3.131441377,8.191838145,5.080099486,5.168173993,3.750953635,7.068052629,3.574644163,4.83706933,4.077470666,3.314875296,8.219538118,3.698291573,3.839094989,6.458978208,6.189411905,9.03768206,3.020470088,2.853632405,2.907978237,6.635331023,4.687079591,4.372507996,3.163204517,9.442589281,3.485001078,3.003872836,5.624063525,3.401819547,3.880661971,3.144346035,5.756250684,5.017042709,6.209340413,8.39300951,3.329389946,5.041516561,7.945881314,3.305349123,7.140186284,6.378432527,6.039438435,2.93436531,7.254796124,8.500185546,5.368363015,4.522086709,8.873501914,3.754941154,2.971453379,2.958935307,10.41920657,3.105684813,3.042398719,2.741754746,2.894910802,2.843506444,6.409732932,5.180167322,7.663874207,2.918114899,3.05346342,7.040610812,4.502808099,3.141545428,5.782914888,8.44761615,11.79750318,4.412652928,5.211619031,9.225825581,2.986681248,2.981112259,4.164705251,7.668785553,4.124924252,5.595974651,3.199801802,3.878352244,7.224158455,3.847758199,3.801833862,5.376247223,3.831166418,3.365820133,2.780714161,4.263400001,9.249229849,3.237541847,2.984629687,6.579702161,2.682572767,7.330402005,7.130921782,8.140499533
COSMIC_1240151,6.186304345,3.214559305,9.710839318,3.703512336,3.182718661,3.384238728,3.773340621,7.710103104,3.293288413,5.143057592,3.896496505,7.922955632,4.01199813,3.602523737,4.110499396,3.42129864,9.266185306,3.972359097,4.387492932,7.264357607,5.792534744,9.442442051,3.109345414,2.897715077,2.780208108,5.79893554,4.394302742,4.500357214,3.199715909,9.214860664,3.185900434,2.965879521,3.899435466,3.431018809,3.603750059,3.053625266,6.463107752,11.35748376,5.565752146,8.577996317,3.416799583,3.181417184,8.3409631,3.556913843,7.43880639,3.5395079,6.054988985,2.956467513,7.233263565,7.923717753,5.493326562,5.60070489,8.327591529,3.880357956,2.974484441,3.17438044,10.01154823,4.252510536,3.284081294,2.920011467,3.131051792,3.110104104,6.689137688,8.545392719,7.675382014,3.240032142,3.298705955,6.643188971,5.562878202,3.429330811,6.948058818,8.694474321,11.39171647,5.808898019,3.173416067,10.17166158,3.140744386,3.640099283,3.946511105,6.797238893,5.418545734,5.197679864,3.720448609,5.950324094,7.232453734,3.814930424,3.71089284,5.24420971,3.529837484,3.363722097,3.115982428,4.423554533,8.931074891,3.009232688,3.238735366,7.295696997,2.76890909,7.811143751,4.748716592,7.177034464
COSMIC_1240153,7.706965649,2.828172891,9.486618443,4.176637999,3.641984986,3.281072425,3.450376843,7.741917964,4.63663927,5.027224083,4.402459536,7.339975443,4.190066259,3.283986809,3.959996287,3.070975199,8.423081516,4.053019206,3.650929814,6.363373545,5.921322459,9.968897916,2.933508386,2.908247178,2.743408105,10.95802655,4.259368463,5.320195021,3.436761123,9.481893223,4.747118115,3.087929262,4.118400418,3.762956328,3.922859927,3.093277172,5.233201088,3.732497809,6.055682221,9.095036498,3.459681923,8.493851155,8.901656937,3.942852568,7.124592384,5.16758892,7.29851371,3.301457841,7.606626476,8.593097635,5.912054861,4.713267827,7.491143818,4.063396517,2.967035981,3.025670638,11.52758554,3.673906828,3.396330519,2.697268266,4.698944109,3.165527788,7.807212457,8.755307207,7.617205574,3.275899341,3.170310881,7.98628362,5.516994745,3.129056028,5.785613743,8.59328214,12.42099213,3.586797122,3.744546922,9.721418815,3.154294608,3.039718333,4.661177718,5.136189865,3.386165855,6.123959645,3.662614676,4.292815353,7.413769375,4.167008108,4.011577193,5.73447246,3.635777797,3.467752054,2.786413744,4.960915324,8.958400148,3.94249307,2.810141314,7.680196918,4.430841317,6.257678348,5.502016766,8.700052876
COSMIC_1240154,6.361675659,2.729121906,9.070598708,4.56909714,3.992727088,3.5940267,2.979303496,3.281737312,5.189151796,5.393930188,3.489489102,6.802309838,4.243207407,3.478924513,4.157280925,3.574206646,8.231107979,3.957351419,3.938018847,6.532872418,5.135824462,8.288375411,3.01138111,2.922220397,3.108009269,8.44063363,4.120561388,4.752050004,2.898377386,9.533540495,3.361785595,4.255525332,3.575698048,3.481711856,3.853202861,3.111912704,5.421196763,3.549604616,6.446363319,8.777043403,3.385640766,4.313714311,7.517109407,3.214859546,7.825729932,4.387694971,6.992775297,3.299127554,6.816420601,8.320502428,5.820791637,5.343235482,8.087291549,4.038271386,2.96612169,3.198193204,10.72346345,3.0373176,3.284043071,2.839478124,2.930328178,3.120145676,6.110746286,5.897946659,7.841292248,3.243563569,3.214101156,7.230419752,5.787586219,3.134946624,6.024887237,7.794485793,11.94476249,5.561001949,6.776864488,9.116402138,3.255287231,3.077855902,3.925903854,6.80552491,6.322239026,6.211852843,3.415016907,3.660486963,6.054461068,3.467683891,3.760216583,5.378748765,4.604855723,3.628991074,2.925621548,6.262545132,9.030390271,3.65875884,3.29938162,6.512455236,2.900568362,7.077298779,8.082947463,8.225284147
COSMIC_1240155,7.650009425,2.77955464,8.969617041,4.471947721,3.492251533,3.227437761,3.374079724,8.563671161,6.726450987,5.131484277,3.492186316,6.805343137,3.886054428,6.59935527,4.027219695,3.053151317,8.512532931,4.424774121,3.795821155,7.2835561,7.17129195,8.259056838,3.912596413,2.873760914,2.910861247,5.19905757,4.241677393,4.371489781,3.295241502,8.729857499,3.382379438,3.16512501,8.855312837,3.767276231,3.897038186,3.295436471,4.811059909,3.459792569,5.276265661,8.52783606,3.340737123,3.162272531,8.913958105,4.039163961,7.334941258,3.754226923,6.025631084,3.189989686,7.40334781,9.014991657,5.35236466,5.178984201,7.213932163,5.00262766,2.905589166,3.203893605,11.59440664,5.978707772,3.202157295,2.845139169,2.886880058,2.73590354,6.011318983,6.981320345,7.849339271,3.012299169,3.182177522,7.124037584,5.028207685,3.691447327,5.885049551,8.648451544,12.26885387,6.652899978,7.60062275,9.649867835,2.948322225,3.450279819,3.889250215,7.409647848,9.308460956,5.886450726,4.148099479,3.176356922,3.66251981,2.898314222,3.56888422,5.82593722,4.105910014,3.469056069,2.950647365,6.566166974,3.695500074,2.928624228,2.964161617,7.439121164,6.708413385,7.119529492,7.642679658,7.396417932
COSMIC_1240157,9.241335643,2.764477025,9.865577056,3.932944591,3.688377076,3.240228453,5.724733149,9.110355432,5.433205347,5.685881596,3.340002238,5.914485134,4.467686331,3.249064665,4.274526995,6.062266818,9.322170908,4.397240971,3.095141218,7.051599875,5.588289698,9.881681353,2.986093563,2.808285933,2.931226886,5.429015963,4.802309035,4.610424664,3.180641704,7.67002338,3.774863562,3.467819333,3.212048157,4.000943053,3.902469206,3.000196576,5.012733632,10.93138904,4.777004745,7.396919879,3.48297934,3.740210915,9.938284516,3.449848978,7.094121992,5.696501085,5.332497612,2.889020325,6.429325442,8.297688641,4.579692881,4.924326165,6.739387318,4.755257796,2.842549853,3.015450556,9.687687564,3.213435415,3.187004336,2.689773942,3.046385856,2.838077975,7.915286885,6.664380588,7.531647288,2.985443952,3.217902635,7.79673798,4.616897056,3.188239345,5.865151675,8.437498471,12.27781779,3.572047144,3.566549796,9.760497686,2.970362134,5.038971876,4.165740025,6.580665794,3.282822211,5.267491271,3.666342021,5.262292317,7.105168071,3.022529488,4.117314545,5.798256859,3.74474111,3.351869152,2.796310412,4.753810023,8.080710141,5.774712746,2.959140612,8.928891127,3.019134234,7.290852253,6.014802187,7.618815128
COSMIC_1240158,7.714795121,2.772994148,10.4014863,4.033100492,3.873856129,3.237978781,7.59465836,8.060463975,5.615523914,5.364814215,3.482797558,6.438116043,3.920121233,4.617006361,5.36186845,3.153546905,10.27705079,4.823907849,3.530936848,6.501314338,6.63328002,3.34396966,3.846536899,2.975737328,2.981466055,5.592748953,4.724059868,5.545208399,3.057528891,9.372563667,5.420491825,3.054344304,4.565545096,3.804933093,4.217672879,3.02920734,5.73514415,8.925814921,6.325224887,7.890941763,3.384437415,4.039829828,8.531536403,3.206115477,7.749610345,6.079938389,6.31807956,2.899264263,6.679999605,8.919591012,5.146238866,4.127596604,8.278040357,5.174509652,2.917453913,3.128907487,10.21649771,4.171010908,3.178313723,2.852242836,2.885975879,2.770290268,7.66393885,5.019770653,8.360122311,3.037036869,3.059878578,7.340379443,5.021243515,3.25578455,6.000387282,8.188981443,12.0044393,5.739243089,2.961864704,9.484677515,2.998608717,6.722129714,4.199870579,7.893221347,6.677867174,5.799935666,3.532745475,3.948764723,3.749663659,2.944354458,3.6633128,5.347469283,3.666638155,3.362137281,2.897079861,5.015519146,10.43592896,3.759203154,3.50631048,6.256172231,3.077368448,6.992130739,7.276764363,7.345603834
COSMIC_1240159,8.204041874,2.741663284,9.667747187,3.921276471,3.370858638,3.275182544,3.522999687,9.084521937,8.031490564,5.56409678,4.015668928,6.660603848,4.184877993,3.585970929,4.090293966,3.511293202,8.29875227,3.378667175,3.963287303,7.293072845,6.345284955,8.576819167,2.90737952,2.804456973,3.545461996,7.238659404,4.678033646,5.18195799,3.058525841,9.654952004,3.36002675,3.209596943,3.211661652,3.756455036,3.938953606,3.039387342,4.797719423,9.506115518,5.393003407,8.769700281,3.458635169,3.182976654,8.914743908,3.278927447,8.348598134,6.480703691,6.944338805,3.949604441,7.937412447,8.569169927,5.780824924,6.105982367,6.747520963,4.062529886,2.965629287,2.98479776,9.943078255,3.119696459,3.129762614,3.251569772,2.955393351,3.104894244,6.988464203,5.228872799,7.331499436,2.991724571,3.173308208,8.316675116,5.923101149,3.156151454,5.783514975,3.900243275,12.37484671,4.717494732,5.774674365,9.361106726,3.136522497,3.402563885,3.9152543,6.743600186,4.437006843,5.675180324,4.063429802,3.701916469,4.069542715,3.099681534,3.991461719,5.534056392,3.456833169,3.24189382,2.892356239,4.753160435,8.712836628,3.717569483,3.033725884,7.411107,3.092665033,6.730143554,6.834307419,7.421676211
COSMIC_1240160,9.663444609,2.666086496,9.28287504,4.887850206,3.521232254,3.124675008,6.32979037,9.884080012,5.914774537,4.766638105,3.498083656,6.718089865,3.934218018,6.004428188,4.840272718,3.280288476,8.153825318,3.93849055,3.360055063,6.178508795,5.447530947,8.226251795,3.494643745,2.956625712,2.839167426,4.599348683,4.822311266,5.10965596,3.223198669,8.638627773,6.096384841,3.764897155,5.680193387,3.498588405,4.156883133,3.254199513,5.07278493,10.78186857,5.543156516,8.039758195,3.292818984,9.405151973,8.190977692,3.290463979,7.348508061,5.480095325,6.141975586,3.001149709,7.075855835,9.249695381,5.480063545,4.303092347,7.022448417,4.026276598,3.00240372,3.126937806,10.81424402,3.74416965,3.212353114,3.151469765,3.060777009,3.062443984,8.749564754,6.455830412,7.835133078,2.98566711,3.09626044,7.335969007,4.981999131,3.323446633,6.120078449,6.162716081,12.36493267,3.395946974,3.183090047,7.708730826,3.045333264,3.204403302,5.040996578,7.618770045,8.252840664,6.224996829,3.463952276,3.189282946,4.104156893,3.493775915,3.673204736,5.704150875,3.509577314,3.337463379,2.874922366,6.410609839,4.415660464,4.096168218,3.162464924,7.95316673,3.087012481,7.85941687,8.473943761,8.029230654
